,I2HospitalRate_range,E2Irate_range,I2Rrate_range,delay_from_hospital_to_I_range,Beta_coeff_summer_range,winter_coeff_range,Beta_coeff_manual_setting_range,indFirstValidRow_range,indFirstAvailData_range,indLastAvailData_range,indLastValidRow_range,lower___for_sample_weights_range,upper___for_sample_weights_range,N0_range,S0_range,x0_range,n0_range,epsil_range
826,0.08,0.14285714285714285,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
827,0.08,0.14285714285714285,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
828,0.08,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
829,0.08,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
830,0.08,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
831,0.08,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
832,0.08,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
833,0.08,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
834,0.08,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
835,0.08,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
836,0.08,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
837,0.08,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
838,0.08,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
839,0.08,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
840,0.08,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
841,0.08,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
842,0.08,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
843,0.08,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
844,0.08,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
845,0.08,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
846,0.08,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
847,0.08,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
848,0.08,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
849,0.08,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
850,0.08,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
851,0.08,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
852,0.08,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
853,0.08,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
854,0.08,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
855,0.08,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
856,0.08,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
857,0.08,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
858,0.08,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
859,0.08,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
860,0.08,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
861,0.08,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
862,0.08,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
863,0.08,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
864,0.08,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
865,0.08,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
866,0.08,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
867,0.08,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
868,0.08,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
869,0.08,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
870,0.08,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
871,0.08,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
872,0.08,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
873,0.08,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
874,0.08,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
875,0.08,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
876,0.08,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
877,0.08,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
878,0.08,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
879,0.08,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
880,0.08,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
881,0.08,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
882,0.08,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
883,0.08,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
884,0.08,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
885,0.08,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
886,0.08,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
887,0.08,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
888,0.08,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
889,0.08,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
890,0.08,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
891,0.08,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
892,0.08,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
893,0.08,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
894,0.08,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
895,0.08,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
896,0.08,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
897,0.08,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
898,0.08,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
899,0.08,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
900,0.08,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
901,0.08,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
902,0.08,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
903,0.08,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
904,0.08,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
905,0.08,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
906,0.08,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
907,0.08,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
908,0.08,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
909,0.08,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
910,0.08,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
911,0.08,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
912,0.08,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
913,0.08,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
914,0.08,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
915,0.08,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
916,0.08,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
917,0.08,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
918,0.08,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
919,0.08,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
920,0.08,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
921,0.08,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
922,0.08,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
923,0.08,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
924,0.08,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
925,0.08,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
926,0.08,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
927,0.08,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
928,0.08,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
929,0.08,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
930,0.08,0.1111111111111111,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
931,0.08,0.1111111111111111,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
932,0.08,0.1111111111111111,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
933,0.08,0.1111111111111111,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
934,0.08,0.1111111111111111,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
935,0.08,0.1111111111111111,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
936,0.08,0.1111111111111111,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
937,0.08,0.1111111111111111,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
938,0.08,0.1111111111111111,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
939,0.08,0.1111111111111111,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
940,0.08,0.1111111111111111,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
941,0.08,0.1111111111111111,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
942,0.08,0.1111111111111111,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
943,0.08,0.1111111111111111,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
944,0.08,0.1111111111111111,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
945,0.08,0.1111111111111111,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
946,0.08,0.1111111111111111,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
947,0.08,0.1111111111111111,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
948,0.08,0.1111111111111111,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
949,0.08,0.1111111111111111,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
950,0.08,0.1111111111111111,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
951,0.08,0.1111111111111111,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
952,0.08,0.1111111111111111,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
953,0.08,0.1111111111111111,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
954,0.08,0.1111111111111111,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
955,0.08,0.1111111111111111,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
956,0.08,0.1111111111111111,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
957,0.08,0.1111111111111111,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
958,0.08,0.1111111111111111,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
959,0.08,0.1111111111111111,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
960,0.08,0.1111111111111111,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
961,0.08,0.1111111111111111,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
962,0.08,0.1111111111111111,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
963,0.08,0.1111111111111111,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
964,0.08,0.1111111111111111,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
965,0.08,0.1111111111111111,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
966,0.08,0.1111111111111111,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
967,0.08,0.1111111111111111,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
968,0.08,0.1111111111111111,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
969,0.08,0.1111111111111111,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
970,0.08,0.1111111111111111,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
971,0.08,0.1111111111111111,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
