date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,recoverdIncremental,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
4/17/20,TX,428,,35,,,,1522,0,,,,0,,,,,,17371,17371,916,0,,,,,23484,4190,513,,0,226663,12647,,,,,,0,226663,12647
4/16/20,TX,393,,29,,,,1459,0,,,,0,,,,,,16455,16455,963,0,,,,,22402,3677,527,,0,214016,11742,,,,,,0,214016,11742
4/15/20,TX,364,,46,,,,1538,0,,,,0,,,,,,15492,15492,868,0,,,,,21409,3150,570,,0,202274,9873,,,,,,0,202274,9873
4/14/20,TX,318,,31,,,,1409,0,,,,0,,,,,,14624,14624,718,0,,,,,20454,2580,311,,0,192401,9387,,,,,,0,192401,9387
4/13/20,TX,287,,16,,,,1176,0,,,,0,,,,,,13906,13906,422,0,,,,,19242,2269,255,,0,183014,2183,,,,,,0,183014,2183
4/12/20,TX,271,,17,,,,1338,0,,,,0,,,,,,13484,13484,923,0,,,,,18974,2014,397,,0,180831,4374,,,,,,0,180831,4374
4/11/20,TX,254,,28,,,,1514,0,,,,0,,,,,,12561,12561,890,0,,,,,18484,1617,251,,0,176457,10316,,,,,,0,176457,10316
4/10/20,TX,226,,27,,,,1532,0,,,,0,,,,,,11671,11671,1441,0,,,,,17430,1366,265,,0,166141,10016,,,,,,0,166141,10016
4/9/20,TX,199,,22,,,,1439,0,,,,0,,,,,,10230,10230,877,0,,,,,16406,1101,1063,,0,156125,9648,,,,,,0,156125,9648
4/8/20,TX,177,,23,,,,1491,0,,,,0,,,,,,9353,9353,1092,0,,,,,15378,38,0,,0,146477,10774,,,,,,0,146477,10774
4/7/20,TX,154,,14,,,,1252,0,,,,0,,,,,,8261,8261,988,0,,,,,14319,38,0,,0,135703,10135,,,,,,0,135703,10135
4/6/20,TX,140,,13,,,,1153,0,,,,0,,,,,,7273,7273,480,0,,,,,13274,38,0,,0,125568,6702,,,,,,0,125568,6702
4/5/20,TX,127,,22,,,,827,0,,,,0,,,,,,6793,6793,681,0,,,,,12693,38,0,,0,118866,4925,,,,,,0,118866,4925
4/4/20,TX,105,,15,,,,196,0,,,,0,,,,,,6112,6112,788,0,,,,,12043,38,0,,0,113941,9570,,,,,,0,113941,9570
4/3/20,TX,90,,20,,,,196,0,,,,0,,,,,,5324,5324,659,0,,,,,11059,38,0,,0,104371,9067,,,,,,0,104371,9067
4/2/20,TX,70,,12,,,,196,0,,,,0,,,,,,4665,4665,669,0,,,,,10054,38,0,,0,95304,8975,,,,,,0,95304,8975
4/1/20,TX,58,,17,,,,196,0,,,,0,,,,,,3996,3996,730,0,,,,,9091,38,0,,0,86329,8109,,,,,,0,86329,8109
3/31/20,TX,41,,7,,,,196,0,,,,0,,,,,,3266,3266,392,0,,,,,8249,38,0,,0,78220,7427,,,,,,0,78220,7427
3/30/20,TX,34,,0,,,,,0,,,,0,,,,,,2874,2874,322,0,,,,,7387,38,,,0,70793,2805,,,,,,0,70793,2805
3/29/20,TX,34,,7,,,,,0,,,,0,,,,,,2552,2552,504,0,,,,,6974,,,,0,67988,3842,,,,,,0,67988,3842
3/28/20,TX,27,,4,,,,,0,,,,0,,,,,,2048,2048,317,0,,,,,6498,,,,0,64146,8295,,,,,,0,64146,8295
3/27/20,TX,23,,5,,,,,0,,,,0,,,,,,1731,1731,337,0,,,,,5586,,,,0,55851,7205,,,,,,0,55851,7205
3/26/20,TX,18,,6,,,,,0,,,,0,,,,,,1394,1394,419,0,,,,,4726,,,,0,48646,6771,,,,,,0,48646,6771
3/25/20,TX,12,,3,,,,,0,,,,0,,,,,,975,975,263,0,,,,,3990,,,,0,41875,6719,,,,,,0,41875,6719
3/24/20,TX,9,,1,,,,,0,,,,0,,,,,,712,712,425,0,,,,,3226,,,,0,35156,6077,,,,,,0,35156,6077
3/23/20,TX,8,,3,,,,,0,,,,0,,,,,,287,287,24,0,,,,,2507,,,,0,29079,1836,,,,,,0,29079,1836
3/22/20,TX,5,,0,,,,,0,,,,0,,,,,,263,263,28,0,,,,,2233,,,,0,27243,2138,,,,,,0,27243,2138
3/21/20,TX,5,,0,,,,,0,,,,0,,,,,,235,235,60,0,,,,,1934,,,,0,25105,4683,,,,,,0,25105,4683
3/20/20,TX,5,,2,,,,,0,,,,0,,,,,,175,175,67,0,,,,,1581,,,,0,20422,4965,,,,,,0,20422,4965
3/19/20,TX,3,,1,,,,,0,,,,0,,,,,,108,108,26,0,,,,,1174,,,,0,15457,4056,,,,,,0,15457,4056
3/18/20,TX,2,,1,,,,,0,,,,0,,,,,,82,82,19,0,,,,,867,,,,0,11401,3299,,,,,,0,11401,3299
3/17/20,TX,1,,1,,,,,0,,,,0,,,,,,63,63,7,0,,,,,631,,,,0,8102,2606,,,,,,0,8102,2606
3/16/20,TX,,,0,,,,,0,,,,0,,,,,,56,56,0,0,,,,,430,,,,0,5496,575,,,,,,0,5496,575
3/15/20,TX,,,0,,,,,0,,,,0,,,,,,56,56,34,0,,,,,361,,,,0,4921,530,,,,,,0,4921,530
3/14/20,TX,,,0,,,,,0,,,,0,,,,,,22,22,0,0,,,,,302,,,,0,4391,960,,,,,,0,4391,960
3/13/20,TX,,,0,,,,,0,,,,0,,,,,,22,22,0,0,,,,,265,,,,0,3431,655,,,,,,0,3431,655
3/12/20,TX,,,0,,,,,0,,,,0,,,,,,22,22,4,0,,,,,239,,,,0,2776,305,,,,,,0,2776,305
3/11/20,TX,,,0,,,,,0,,,,0,,,,,,18,18,3,0,,,,,215,,,,0,2471,135,,,,,,0,2471,135
3/10/20,TX,,,0,,,,,0,,,,0,,,,,,15,15,3,0,,,,,209,,,,0,2336,50,,,,,,0,2336,50
3/9/20,TX,,,0,,,,,0,,,,0,,,,,,12,12,7,0,,,,,203,,,,0,2286,18,,,,,,0,2286,18
3/8/20,TX,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,202,,,,0,2268,8,,,,,,0,2268,8
3/7/20,TX,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,201,,,,0,2260,24,,,,,,0,2260,24
3/6/20,TX,,,0,,,,,0,,,,0,,,,,,5,5,5,0,,,,,200,,,,0,2236,1286,,,,,,0,2236,1286
3/5/20,TX,,,0,,,,,0,,,,0,,,,,,0,0,0,0,,,,,124,,,,0,950,930,,,,,,0,950,930
3/4/20,TX,,,0,,,,,0,,,,0,,,,,,0,0,0,0,,,,,7,,,,0,20,14,,,,,,0,20,14
3/3/20,TX,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,1,,,,0,6,0,,,,,,0,6,6
